rank,seller_id,orders,reviewed_orders,mean_score,bad_reviews,canceled_orders,late_rate,revenue,bad_share,cancel_rate,bad_share_lower_bound,seller_state,seller_city
408,562fc2f2c2863ab7e79a9e4388a58a14,260,258,4.217,26,2,0.0324,8814.2,0.1008,0.0077,0.0697,SP,campinas
409,7722b1df1b0e383e000397b2c11e3e19,134,133,4.226,15,0,0.0305,7094.09,0.1128,0.0,0.0696,SP,sao bernardo do campo
410,b4ffb71f0cb1b1c3d63fad021ecf93e1,144,144,4.222,16,0,0.0213,6656.09,0.1111,0.0,0.0696,SP,sao paulo
411,f84fa566034f5e8e880a07ec624c56af,91,90,4.211,11,0,0.1034,5093.79,0.1222,0.0,0.0696,SP,indaiatuba
412,cb3dd9ce66268c7a3ca7241ac70ab58c,50,50,4.14,7,1,0.0417,2879.76,0.14,0.02,0.0695,SP,sao paulo
413,00ee68308b45bc5e2660cd833c3f81cc,135,134,4.299,15,0,0.0692,20260.0,0.1119,0.0,0.069,SP,sao paulo
414,c847e075301870dd144a116762eaff9a,42,41,4.171,6,1,0.0732,15348.7,0.1463,0.0238,0.0688,MG,uberaba
415,20cb7c2fde3e5bf10f0bbe7394e1c6a9,32,32,4.0,5,0,0.0968,861.9,0.1562,0.0,0.0686,PR,andira-pr
416,5c6d4016c2a288f074fa0848a2b653d2,32,32,4.062,5,0,0.0968,3159.0,0.1562,0.0,0.0686,SP,sao paulo
417,30a2f535bb48308f991d0b9ad4a8c4bb,71,71,4.282,9,0,0.0294,4731.3,0.1268,0.0,0.0682,SP,santa barbara d'oeste
418,7e3f87d16fb353f408d467e74fbd8014,92,92,4.13,11,0,0.0659,4754.99,0.1196,0.0,0.0681,SP,sao paulo
419,b1a81260566c1bac3114a6d124413f27,51,51,4.275,7,0,0.0,8684.69,0.1373,0.0,0.0681,RS,carazinho
420,de722cd6dad950a92b7d4f82673f8833,339,337,4.294,32,0,0.0364,55426.1,0.095,0.0,0.0681,PE,recife
421,7b07b3c7487f0ea825fc6df75abd658b,93,93,4.355,11,1,0.044,9731.85,0.1183,0.0108,0.0674,SP,sao paulo
422,bfd27a966d91cfaafdb25d076585f0da,117,115,4.278,13,0,0.0531,19921.0,0.113,0.0,0.0672,SP,serra negra
423,3d8fa2f5b647373c8620330c4e077a9f,43,42,4.167,6,0,0.0244,3571.73,0.1429,0.0,0.0672,SP,sao paulo
424,dbc22125167c298ef99da25668e1011f,406,405,4.269,37,4,0.0235,33776.78,0.0914,0.0099,0.067,MG,borda da mata
425,c9c7905cffc4ef9ff9f113554423e671,127,127,4.142,14,0,0.0794,10657.18,0.1102,0.0,0.0668,SP,itapecerica da serra
426,e89c4adbe7b1d0819dbb636e16461cf1,24,24,3.833,4,0,0.125,3181.3,0.1667,0.0,0.0668,SP,indaiatuba
427,974cf2cb8f4b7add98709c30df02fe10,33,33,4.061,5,0,0.0357,2982.67,0.1515,0.0,0.0665,SP,araraquara
428,93dc87703c046b603023e75222018b45,35,33,3.97,5,0,0.0909,8517.35,0.1515,0.0,0.0665,MG,belo horizonte
429,8d956fec2e4337affcb520f56fd8cbfd,211,211,4.199,21,1,0.0628,11015.19,0.0995,0.0047,0.066,SP,sao bernardo do campo
430,729f06993dac8e860d4f02d7088ca48a,96,95,4.168,11,0,0.0978,20485.08,0.1158,0.0,0.0659,SP,limeira
431,ebd2d60905fb58271facef5596b620d3,84,84,4.155,10,0,0.037,7941.72,0.119,0.0,0.0659,SP,lencois paulista
432,e0a366315b1b726b6c7832d664c0f530,43,43,4.302,6,0,0.0238,7400.09,0.1395,0.0,0.0655,SP,sao paulo
433,f214d28e8d8e3ef068748498ccc2f813,54,53,4.151,7,0,0.0769,2212.41,0.1321,0.0,0.0655,SP,sao paulo
434,701938c450705b8ae65fc923b70f35c7,75,74,4.014,9,0,0.0405,11983.28,0.1216,0.0,0.0653,SP,s jose do rio preto
435,aac29b1b99776be73c3049939652091d,98,96,4.094,11,0,0.086,6755.91,0.1146,0.0,0.0652,MG,uberlandia
436,dbb9b48c841a0e39e21f98e1a6b2ec3e,108,108,4.269,12,0,0.0374,7186.85,0.1111,0.0,0.0647,SP,sao paulo
437,8e8a7ce9f2f970dc00e2acf6f6e199f6,65,64,4.0,8,0,0.0645,9101.0,0.125,0.0,0.0647,RJ,sao goncalo
438,530ec6109d11eaaf87999465c6afee01,97,97,4.237,11,0,0.0111,12983.81,0.1134,0.0,0.0645,PR,cascavel
439,7ea5bfa6c340f58f8e71fc1f0412b0d6,98,97,4.124,11,0,0.0632,11002.89,0.1134,0.0,0.0645,MG,belo horizonte
440,6fc26fe110feebd80a433e1f012a84f9,35,34,3.912,5,0,0.1143,4150.87,0.1471,0.0,0.0645,SP,fernandopolis
441,fa1a9dec3a9940c072684a46728bf1fc,55,54,4.111,7,0,0.0,6674.0,0.1296,0.0,0.0642,SC,icara
442,b32be1695eb7ec5f10f72d9610a12527,45,44,4.068,6,0,0.0455,26874.0,0.1364,0.0,0.0641,RS,caxias do sul
443,f789d2c4f2c2eb38fc4373e7a4b35264,44,44,4.159,6,0,0.0465,4864.24,0.1364,0.0,0.0641,MG,juiz de fora
444,58f1a6197ed863543e0136bdedb3fce2,44,44,4.182,6,0,0.0244,6833.0,0.1364,0.0,0.0641,MG,conselheiro lafaiete
445,3b872fd4747f01cc56206f2934198618,25,25,3.88,4,0,0.16,2726.74,0.16,0.0,0.064,SP,ibitinga
446,bd0389da23d89b726abf911cccc54596,87,87,4.172,10,0,0.0706,7472.16,0.1149,0.0,0.0636,DF,brasilia
447,6edacfd9f9074789dad6d62ba7950b9c,208,207,4.353,20,1,0.0448,13147.1,0.0966,0.0048,0.0634,SP,guarulhos
448,d94a40fd42351c259927028d163af842,101,99,4.182,11,0,0.0306,13823.8,0.1111,0.0,0.0632,MG,baependi
449,c70c1b0d8ca86052f45a432a38b73958,261,259,4.359,24,0,0.0551,36537.37,0.0927,0.0,0.0631,SP,hortolandia
450,17a053fcb14bd219540cbde0df490be0,125,123,4.228,13,0,0.0574,40703.14,0.1057,0.0,0.0628,SP,mogi guacu
451,1b4c3a6f53068f0b6944d2d005c9fc89,113,112,4.214,12,0,0.0463,14760.3,0.1071,0.0,0.0623,SC,sao ludgero
452,827f8f69dfa529c561901c4f2e0f332f,91,89,4.281,10,0,0.0659,3408.39,0.1124,0.0,0.0622,PR,curitiba
453,066a6914e1ebf3ea95a216c73a986b91,68,67,4.09,8,0,0.0308,9410.38,0.1194,0.0,0.0618,PR,foz do iguacu
454,9d5a9018aee56acb367ba9c3f05d1d6a,67,67,4.418,8,0,0.0152,10292.31,0.1194,0.0,0.0618,GO,aparecida de goiania
455,94144541854e298c2d976cb893b81343,68,67,4.254,8,0,0.0441,17286.28,0.1194,0.0,0.0618,RS,viamao
456,8cbac7e12637ed9cffa18c7875207478,67,67,4.119,8,0,0.0615,2990.98,0.1194,0.0,0.0618,SC,jaragua do sul
457,fc906263ca5083d09dce42fe02247800,114,114,4.351,12,0,0.0,4497.7,0.1053,0.0,0.0613,MG,belo horizonte
458,3bb548e3cb7f70f28e3f11ee9dce0e59,46,46,4.196,6,0,0.0,7690.02,0.1304,0.0,0.0612,PR,maringa
459,fdb9095204a334cd8872252ffec6f2db,46,46,4.174,6,0,0.0652,8156.0,0.1304,0.0,0.0612,SP,sao paulo
460,382229d1e840115ffe3dbf5ff460e417,46,46,4.217,6,0,0.0667,4096.96,0.1304,0.0,0.0612,RJ,rio de janeiro
461,37be5a7c751166fbc5f8ccba4119e043,272,268,4.328,24,0,0.026,55350.55,0.0896,0.0,0.061,SP,sao paulo
462,e59aa562b9f8076dd550fcddf0e73491,70,70,4.214,8,0,0.0882,31574.3,0.1143,0.0,0.0591,PR,curitiba
463,575df70bde3f9f2b30bf8d2e9910d725,27,27,4.074,4,0,0.037,5410.05,0.1481,0.0,0.0591,SP,sao jose do rio preto
464,5b67882648febfb6e1225e6ad7164f6b,27,27,4.0,4,0,0.0385,6813.48,0.1481,0.0,0.0591,PR,umuarama
465,b94cc9f10ddc85e4ba73a6f7974e7101,39,37,4.297,5,0,0.0513,25346.1,0.1351,0.0,0.0591,RJ,macae
466,3db66a856d18a9cba7c9241fc5221c50,94,94,4.202,10,0,0.1064,9478.3,0.1064,0.0,0.0588,MG,ponte nova
467,850f4f8af5ea87287ac68de36e29107f,187,184,4.293,17,0,0.0489,45355.36,0.0924,0.0,0.0585,SP,sao paulo
468,54a1852d1b8f10312c55e906355666ee,200,199,4.327,18,0,0.0769,17226.44,0.0905,0.0,0.058,SP,santa barbara d'oeste
469,05d2173d43ea568aa0540eba70d2ca76,62,60,4.183,7,0,0.0484,5759.66,0.1167,0.0,0.0577,MG,alfenas
470,537eb890efff034a88679788b647c564,160,160,4.219,15,0,0.0385,4679.7,0.0938,0.0,0.0577,RJ,rio de janeiro
471,d650b663c3b5f6fb392b6326366efa9a,60,60,4.2,7,0,0.0536,19242.9,0.1167,0.0,0.0577,SP,cotia
472,01cf7e3d21494c41fb86034f2e714fa1,61,60,4.15,7,0,0.0517,9729.36,0.1167,0.0,0.0577,PR,francisco beltrao
473,5b8154610ebb21fb90eb587365e673df,38,38,4.184,5,1,0.1081,9397.54,0.1316,0.0263,0.0576,SP,sao jose dos campos
474,5c243662ce92d84573bfaff24c3e3700,98,97,4.144,10,0,0.0102,32862.02,0.1031,0.0,0.057,SP,sao paulo
475,c8467937e403e76a8ee9f0ab13f6f5ef,30,28,4.071,4,0,0.1333,1853.79,0.1429,0.0,0.057,MG,pocos de caldas
476,80e6699fe29150b372a0c8a1ebf7dcc8,98,97,4.278,10,0,0.0312,11441.56,0.1031,0.0,0.057,PR,pinhais
477,238fac594e170b59c6d228f5a4f4f1d9,29,28,4.0,4,0,0.1071,3126.0,0.1429,0.0,0.057,SP,dois corregos
478,df560393f3a51e74553ab94004ba5c87,28,28,3.679,4,0,0.0769,3661.18,0.1429,0.0,0.057,PR,loanda
479,c0563dd588b775f2e37747ef6ad6c92c,28,28,4.357,4,0,0.1071,3697.2,0.1429,0.0,0.057,SP,santo andre
480,57c764b4a836300be881e2ff86e449f9,29,28,4.143,4,0,0.1429,1211.0,0.1429,0.0,0.057,SP,ribeirao preto
481,0d85bbda9889ce1f7e63778d24f346eb,51,50,4.2,6,0,0.1176,4845.2,0.12,0.0,0.0562,MG,uberlandia
482,0df3984f9dfb3d49ac6366acbd3bbb85,87,87,4.345,9,1,0.0116,10021.49,0.1034,0.0115,0.0554,MG,betim
483,a3a38f4affed601eb87a97788c949667,254,251,4.386,21,0,0.0445,26533.32,0.0837,0.0,0.0554,SC,joinville
484,f12ff17ad8bbf01ec5c33b17e506649b,29,29,3.828,4,1,0.1071,6241.0,0.1379,0.0345,0.055,SP,sao paulo
485,8b2492b7ff4468839593fafeed55bad9,29,29,4.172,4,0,0.0714,3660.08,0.1379,0.0,0.055,RJ,sao goncalo
486,aafe36600ce604f205b86b5084d3d767,129,129,4.403,12,0,0.0391,9251.4,0.093,0.0,0.054,SC,sao jose
487,2a7dc43cecabf23403078e2188437d1d,52,52,4.096,6,0,0.0588,4795.91,0.1154,0.0,0.054,SP,sao paulo
488,e24fc9fcd865784fb25705606fe3dfe7,52,52,4.173,6,0,0.0784,12936.0,0.1154,0.0,0.054,SP,braganca paulista
489,624f4ece8da4aafb77699233d480f8ef,53,52,4.25,6,0,0.0769,9205.0,0.1154,0.0,0.054,SP,sao paulo
490,7dc8c42cc750eeafea6c85712ffee9bf,41,41,4.195,5,0,0.05,6409.68,0.122,0.0,0.0533,SP,sao paulo
491,f00e21b1e91a79653163b7fd8f293ff1,31,30,4.1,4,0,0.0323,3900.09,0.1333,0.0,0.0531,SP,andradas
492,2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,30,4.167,4,0,0.0667,50628.9,0.1333,0.0,0.0531,RJ,nova friburgo
493,542917da124346b47ea1ac79a93ce454,20,20,4.15,3,0,0.05,1303.9,0.15,0.0,0.0524,PR,curitiba
494,d3674f271c91f824f82d24d92011f669,20,20,4.1,3,0,0.1,1718.3,0.15,0.0,0.0524,DF,brasilia
495,6b243f80ed07b10f0e8aa0f21a205f3c,79,79,4.266,8,0,0.0395,6260.1,0.1013,0.0,0.0522,PR,curitiba
496,750303a20e9c56b2a6bc45cdce0b897d,54,54,4.241,6,0,0.0377,8085.0,0.1111,0.0,0.0519,GO,goiania
497,e63e8bfa530fb16910dd6956e592bb81,42,42,4.238,5,0,0.0488,1311.7,0.119,0.0,0.0519,SP,guarulhos
498,e067ad2c1c0b48758eb1b5228bcf7a68,54,54,4.148,6,0,0.0741,5042.55,0.1111,0.0,0.0519,SP,santos
499,2745f798279e0ed033addcc1474776d7,32,31,3.968,4,0,0.0938,3668.53,0.129,0.0,0.0513,SP,sao paulo
500,72c5da29406b4234927b81855e7b64f6,31,31,4.129,4,0,0.037,11798.69,0.129,0.0,0.0513,SP,guarulhos
501,062ce95fa2ad4dfaedfc79260130565f,55,55,4.036,6,0,0.037,7521.0,0.1091,0.0,0.051,RS,lajeado
502,fa40cc5b934574b62717c68f3d678b6d,307,305,4.472,23,1,0.053,16055.87,0.0754,0.0033,0.0508,SP,sao paulo
503,b18dc380845b24038cfc48006478f099,44,43,4.14,5,0,0.1163,8353.3,0.1163,0.0,0.0507,SP,diadema
504,31344c16881c08a8a72c6d2eb29918c1,43,43,4.349,5,0,0.0488,9615.7,0.1163,0.0,0.0507,MG,uba
505,febab0275244b9a49a623f0bd613ca2f,109,109,4.376,10,0,0.0385,7272.42,0.0917,0.0,0.0506,SP,pedreira
506,c3cfdc648177fdbbbb35635a37472c53,278,277,4.469,21,0,0.0145,43048.18,0.0758,0.0,0.0501,PR,curitiba
507,1b8356dabde1d35e17cef975c3f82730,56,56,4.161,6,0,0.0182,3426.39,0.1071,0.0,0.05,SP,sao paulo
508,59fb871bf6f4522a87ba567b42dafecf,126,125,4.232,11,0,0.0574,21708.57,0.088,0.0,0.0498,SP,sao paulo
509,232a6014e7b10cba61c6c2b2ea6bb4b0,33,32,4.156,4,0,0.0323,3919.87,0.125,0.0,0.0497,SP,cafelandia
510,aba1721a889e04decc910aa13b768ef4,83,83,4.446,8,0,0.0741,14103.3,0.0964,0.0,0.0497,SP,sao paulo
511,4917cee8d902e13428c3ec4b1ca6f315,33,32,4.156,4,2,0.0323,5421.9,0.125,0.0606,0.0497,SC,blumenau
512,ba143b05f0110f0dc71ad71b4466ce92,85,84,4.417,8,0,0.1266,6110.58,0.0952,0.0,0.049,SP,sao paulo
513,cab85505710c7cb9b720bceb52b01cee,206,205,4.283,16,0,0.0199,11389.1,0.078,0.0,0.0486,SP,sao paulo
514,0432ead42b6c8a0bdf68154add917fdf,85,85,4.459,8,2,0.0244,7792.1,0.0941,0.0235,0.0485,SP,maua
515,900ba814c251a692506d7834c1218441,88,85,4.188,8,0,0.1395,29099.69,0.0941,0.0,0.0485,SP,salto
516,b561927807645834b59ef0d16ba55a24,85,85,4.341,8,0,0.1412,4501.99,0.0941,0.0,0.0485,SP,sao paulo
517,afe0067131b73e40875c9b6c10bd2e21,46,45,4.2,5,1,0.0444,5130.4,0.1111,0.0217,0.0484,MG,lagoa da prata
518,ef0ace09169ac090589d85746e3e036f,129,129,4.372,11,0,0.0781,16223.3,0.0853,0.0,0.0483,RJ,sao goncalo
519,b335c59ab742f751a85db9c411a86739,33,33,3.848,4,1,0.0333,2873.34,0.1212,0.0303,0.0482,MG,araguari
520,df56d7b40d437f88407c5f78b63bc328,22,22,4.091,3,0,0.0455,2791.28,0.1364,0.0,0.0475,PR,cascavel
521,6288c69c4ce638e59925e59193f98b16,22,22,3.955,3,0,0.05,4506.28,0.1364,0.0,0.0475,SP,santo andre
522,4b5f66b7adcf57f1ecc0d3c07dd6b177,23,22,4.091,3,0,0.0435,6381.78,0.1364,0.0,0.0475,PR,vendas@creditparts.com.br
523,52f9db5cfb423382a2fa5c9e39303202,22,22,4.136,3,0,0.0,1269.77,0.1364,0.0,0.0475,SP,echapora
524,093805f8f2aeb63881444571e1f48f30,22,22,4.182,3,0,0.0455,1215.79,0.1364,0.0,0.0475,SP,osasco
525,bd697db56ff8e7c9cd1abeb7f72029b2,22,22,4.182,3,0,0.0,3069.78,0.1364,0.0,0.0475,SP,sao paulo
526,7f2617c58d5d06806987308b45654351,22,22,3.818,3,0,0.0909,3656.8,0.1364,0.0,0.0475,SP,sao paulo
527,7c5b05cbdb5542049f38d90d7815b97d,22,22,4.364,3,0,0.05,1038.96,0.1364,0.0,0.0475,SP,sao paulo
528,640e21a7d01df7614a3b4923e990d40c,116,116,4.302,10,0,0.0485,7598.88,0.0862,0.0,0.0475,SP,ibitinga
529,5cf13accae3222c70a9cac40818ae839,149,148,4.453,12,0,0.0204,14383.2,0.0811,0.0,0.047,MG,patos de minas
530,6a0cbc8af2e8abd1bdfb777943d174c6,35,34,4.059,4,0,0.0882,3894.05,0.1176,0.0,0.0467,SP,batatais
531,33ac3e28642ab8bda860a2f693000e78,34,34,4.206,4,0,0.0,3661.03,0.1176,0.0,0.0467,SP,cotia
532,edb1ef5e36e0c8cd84eb3c9b003e486d,166,166,4.422,13,0,0.0745,79284.55,0.0783,0.0,0.0463,RJ,teresopolis
533,d98eec89afa3380e14463da2aabaea72,168,167,4.341,13,0,0.0241,6968.53,0.0778,0.0,0.046,RS,porto alegre
534,058fd0aa2bfdb2274e05e1ae971dabb6,61,61,4.377,6,0,0.0678,7667.9,0.0984,0.0,0.0459,SP,santo andre
535,7299e27ed73d2ad986de7f7c77d919fa,338,338,4.42,23,1,0.037,34725.43,0.068,0.003,0.0457,MG,araguari
536,33a6f4b1e7cdc205511e76ba1b6e0186,105,105,4.41,9,0,0.02,10295.01,0.0857,0.0,0.0457,SP,guarulhos
537,65febd49fd28ec955651299159b1f527,35,35,4.314,4,0,0.0,4319.7,0.1143,0.0,0.0454,SP,sao paulo
538,ec8879960bd2221d5c32f8e12f7da711,36,35,4.314,4,0,0.1714,4062.4,0.1143,0.0,0.0454,SP,itatiba
539,13d058e4eeac2ce8217660b2f8a05812,23,23,4.217,3,0,0.0909,3829.77,0.1304,0.0,0.0454,SP,osasco
540,b6d44737c043328708f6749c2dbe50bd,62,62,4.468,6,1,0.0667,5369.6,0.0968,0.0161,0.0451,SP,santo andre
541,9616352088dcf83a7c06637f4ebf1c80,92,92,4.315,8,0,0.0,5703.0,0.087,0.0,0.0448,PR,umuarama
542,8f119a0aee85c0c8fc534629734e94fd,77,77,4.247,7,1,0.0405,3733.68,0.0909,0.013,0.0447,SP,barueri
543,2a5b78b41cd05baeac8df54c6606b92c,49,49,4.327,5,0,0.0217,19025.36,0.102,0.0,0.0444,MG,formiga
544,b372ee768ed69e46ca8cdbd267aa7a38,63,63,4.429,6,0,0.0,12630.0,0.0952,0.0,0.0444,SP,sao jose do rio preto
545,25cf099de44674fde97473224f9d59ab,50,49,4.327,5,0,0.0408,1654.36,0.102,0.0,0.0444,SP,cotia
546,25e6ffe976bd75618accfe16cefcbd0d,108,108,4.407,9,1,0.0286,11691.61,0.0833,0.0093,0.0444,SP,sao paulo
547,520b493b57809f446cb0a233bb3e25c7,63,63,4.302,6,0,0.0159,3698.9,0.0952,0.0,0.0444,SP,santos
548,ff063b022a9a0aab91bad2c9088760b7,94,93,4.312,8,0,0.0341,12076.5,0.086,0.0,0.0442,SP,santo andre
549,5cbbd5a299cab112b7bf23862255e43e,36,36,4.278,4,0,0.0,2726.06,0.1111,0.0,0.0441,PR,pinhais
550,670c26e0f1bf8d0576271d5cfaec6d2b,78,78,4.269,7,0,0.0519,6341.6,0.0897,0.0,0.0441,PR,maringa
551,240b9776d844d37535668549a396af32,36,36,4.278,4,0,0.0286,13592.08,0.1111,0.0,0.0441,RJ,niteroi
552,26d8a1c7c75d513045798992ead43aa2,36,36,4.306,4,0,0.0882,8244.12,0.1111,0.0,0.0441,PR,apucarana
553,7008613ea464bad5cb9b83456e1e6a8f,127,126,4.262,10,0,0.0488,7777.0,0.0794,0.0,0.0437,SC,canoinhas
554,a36b125ac6d5fdbc7f50de85c9157bdc,24,24,3.958,3,0,0.087,1843.64,0.125,0.0,0.0434,SP,ribeirao preto
555,cea729054f157f5870bdd321a958d994,24,24,4.125,3,0,0.0455,2482.1,0.125,0.0,0.0434,SP,sao paulo
556,b83cedfb587e7911540e3f576d6917ce,24,24,4.208,3,0,0.0417,2224.95,0.125,0.0,0.0434,SP,sao paulo
557,0afccdb8a34ee5c79f7c06faf2b4d56e,25,24,4.042,3,0,0.0833,1225.5,0.125,0.0,0.0434,MG,uberlandia
558,2e13c71026e1a39ba5cc1b86dcb679aa,24,24,4.375,3,0,0.0435,3793.0,0.125,0.0,0.0434,SP,sao paulo
559,8ae520247981aa06bc94abddf5f46d34,65,65,4.446,6,0,0.0,16320.99,0.0923,0.0,0.043,SC,navegantes
560,6c7d50c24b3ccd2fd83b44d8bb34e073,114,113,4.389,9,1,0.0179,8699.34,0.0796,0.0088,0.0424,SP,presidente prudente
561,4b9750c8ad28220fe6702d4ecb7c898f,218,218,4.362,15,0,0.0607,15915.3,0.0688,0.0,0.0421,SP,limeira
562,8bb48dc19fccaa8613b6229bf7f452a2,82,82,4.415,7,0,0.026,4190.72,0.0854,0.0,0.042,SP,assis
563,2199e7fe213c16213bf5d6a7eadc9a5d,25,25,4.24,3,0,0.0417,4078.29,0.12,0.0,0.0417,SP,registro
564,edf96ef93ed595084bbcbd9224bd2894,25,25,3.88,3,0,0.08,3757.0,0.12,0.0,0.0417,SP,sao paulo
565,e333046ce6517bd8bb510291d44f0130,68,68,4.338,6,0,0.0448,7268.0,0.0882,0.0,0.041,SP,ipaussu
566,4371b634e0efc0e22b09b52907d9d469,102,101,4.446,8,1,0.0707,8194.0,0.0792,0.0098,0.0407,SP,sao paulo
567,75fbb52eda0cbc24f479d3b2fbfa8d3e,40,39,4.359,4,1,0.0526,1130.99,0.1026,0.025,0.0406,GO,goiania
568,d50d79cb34e38265a8649c383dcffd48,70,69,4.246,6,0,0.0435,13012.42,0.087,0.0,0.0405,SP,sao paulo
569,87142160b41353c4e5fca2360caf6f92,305,304,4.405,19,0,0.04,31095.98,0.0625,0.0,0.0404,RS,porto alegre
570,0bae85eb84b9fb3bd773911e89288d54,137,137,4.27,10,0,0.0075,7482.21,0.073,0.0,0.0401,SP,itajai
571,b8555308bfdb4ca1ed54325a58da9a97,26,26,4.0,3,0,0.0769,3047.2,0.1154,0.0,0.04,SP,sao bernardo do campo
572,e883aa812c37a7413226856f4579fe91,26,26,4.154,3,0,0.04,4097.1,0.1154,0.0,0.04,SP,itapevi
573,f61c63d13f7cd800549d5acdd390ae72,26,26,4.0,3,0,0.0769,3072.3,0.1154,0.0,0.04,SP,pilar do sul
574,ccf8813e5a7d6c84d865cd38bfc2b130,26,26,4.385,3,0,0.0385,2635.5,0.1154,0.0,0.04,SP,taubate
575,6a8a889bde935bafa76d7848782dfaf9,26,26,4.038,3,0,0.0833,860.82,0.1154,0.0,0.04,SP,sao paulo
576,8090490573c6c0aa343a7231ebcb8c86,26,26,4.192,3,0,0.0833,3871.12,0.1154,0.0,0.04,SP,sao paulo - sp
577,cc63f0dd2acba93ffed4fe9f8e0321fa,55,55,4.091,5,0,0.0,7096.71,0.0909,0.0,0.0395,SP,sao jose do rio preto
578,9646c3513289980f17226a2fc4720dbd,71,71,4.352,6,2,0.029,3039.3,0.0845,0.0282,0.0393,SP,sao jose dos campos
579,81a1104df0f08b59c68aa5b03cfe398e,73,71,4.268,6,0,0.0417,9420.88,0.0845,0.0,0.0393,PR,sao jose dos pinhais
580,0ea22c1cfbdc755f86b9b54b39c16043,237,234,4.402,15,0,0.0087,10711.7,0.0641,0.0,0.0392,MG,sete lagoas
581,70eea00b476a314817cefde4aad4f89a,108,106,4.377,8,0,0.0673,31994.65,0.0755,0.0,0.0388,SP,itatiba
582,17f51e7198701186712e53a39c564617,56,56,4.339,5,0,0.0893,48019.0,0.0893,0.0,0.0388,SP,sao paulo
583,7d456afc660226829370f3173d14520c,56,56,4.357,5,0,0.0377,8338.25,0.0893,0.0,0.0388,SP,mogi das cruzes
584,527801b552d0077ffd170872eb49683b,90,89,4.472,7,0,0.1084,17942.8,0.0787,0.0,0.0387,SP,garca
585,d66c305afaec317ebee552073a674429,41,41,4.293,4,1,0.0263,4886.46,0.0976,0.0244,0.0386,MG,ribeirao das neves
586,8d79c8a04e42d722a75097ce5cbcf2ef,27,27,4.444,3,0,0.0769,2777.72,0.1111,0.0,0.0385,CE,caucaia
587,8c16d1f32a54d92897cc437244442e1b,108,107,4.355,8,0,0.0093,5642.6,0.0748,0.0,0.0384,SC,blumenau
588,612170e34b97004b3ba37eae81836b4c,107,107,4.43,8,0,0.0094,23065.02,0.0748,0.0,0.0384,RS,novo hamburgo
589,d6b1ce66b035a475f00c017792ff9769,92,90,4.278,7,0,0.0549,12277.4,0.0778,0.0,0.0382,SP,salto
590,c013e57c075a06e5b5c48ee03c525719,42,42,4.238,4,0,0.0488,1971.55,0.0952,0.0,0.0376,SP,sao carlos
591,9add47bf45ce8e8c7db6b9cf670b1e09,43,42,4.167,4,1,0.0244,4829.24,0.0952,0.0233,0.0376,PR,fazenda rio grande
592,1d4587203296c8f4ad134dc286fa6db0,42,42,4.286,4,0,0.0263,2323.3,0.0952,0.0,0.0376,SP,sao paulo
593,dee656f0f566ed1aa85bd137c943f08f,93,92,4.37,7,0,0.0444,6271.98,0.0761,0.0,0.0374,SP,cruzeiro
594,1eade46fba20122dc4aefb379f8c636b,58,58,4.431,5,0,0.1273,3635.37,0.0862,0.0,0.0374,SP,sao paulo
595,6d803cb79cc31c41c4c789a75933b3c7,58,58,4.241,5,0,0.069,8711.4,0.0862,0.0,0.0374,SP,sao joaquim da barra
596,e5e33c0d8e7e002f398f5dc4cbbb338f,28,28,4.321,3,1,0.0769,6698.7,0.1071,0.0357,0.0371,SP,bauru
597,0885aaf116795758dfeb5f1032487bcd,28,28,4.214,3,0,0.0,2648.0,0.1071,0.0,0.0371,SP,ferraz de vasconcelos
598,817245bcc3badd82bbd222e0366951a6,29,28,4.0,3,0,0.037,5580.5,0.1071,0.0,0.0371,SP,bauru
599,73a63f72308aa20a46f4b1632018f196,29,28,4.143,3,1,0.0,9606.8,0.1071,0.0345,0.0371,PR,curitiba
600,3f995f07c49d0d55a99d5c54957f7d81,43,43,4.209,4,0,0.0238,3955.7,0.093,0.0,0.0368,SP,itapecerica da serra
601,c6bda72e4dbf5c5866b13cb1810c6d03,59,59,4.39,5,0,0.0339,14059.38,0.0847,0.0,0.0367,SP,sao paulo
602,1f9ab4708f3056ede07124aad39a2554,78,77,4.078,6,0,0.0526,13602.73,0.0779,0.0,0.0362,SP,tupa
603,f7720c4fa8e3aba4546301ab80ea1f1b,60,60,4.2,5,0,0.0526,2083.45,0.0833,0.0,0.0361,PR,curitiba
604,406822777a0b9eb5c50e442dd4cd3ec5,45,44,4.295,4,0,0.1136,3648.08,0.0909,0.0,0.0359,SP,tatui
605,1464afc72f696af775557a821c2e253f,29,29,4.241,3,0,0.037,1059.36,0.1034,0.0,0.0358,RJ,nova friburgo
606,323ce52b5b81df2cd804b017b7f09aa7,30,29,4.31,3,0,0.1379,2554.2,0.1034,0.0,0.0358,SP,sao paulo
607,bf00385a5f7fc1ef39a13c2e9ee50a5f,29,29,4.31,3,0,0.0,870.3,0.1034,0.0,0.0358,SP,sao paulo
608,31da954dc0855f2495c6310f70a2f931,29,29,4.207,3,0,0.069,4583.0,0.1034,0.0,0.0358,SP,araras
609,4bf2f4ee540798a61f9636d12cd9cc80,29,29,4.138,3,0,0.0,4995.56,0.1034,0.0,0.0358,SP,assis
610,d12c926d74ceff0a90a21184466ce161,78,78,4.346,6,0,0.0,3944.18,0.0769,0.0,0.0357,SP,sao paulo
